age_cat_Greater than 45,age_cat_Less than 25,race_African-American,decile_score,priors_count,c_offense_age_in_days,c_arrest_age_in_days,r_offense_age_in_days,vr_offense_age_in_days,c_jail_in_age_in_days,r_jail_in_age_in_days
0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,7,1,1.0,0.0,0.0,0.0,0.6774189814814815,0.0
1.0,0.0,1.0,7,3,1.0,0.0,0.0,0.0,-0.505162037037037,0.0
0.0,0.0,1.0,2,0,1.0,0.0,-245.0,0.0,0.5225115740740741,0.0
0.0,0.0,1.0,4,1,608.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,5,1,43.0,0.0,0.0,0.0,42.94430555555556,0.0
0.0,0.0,0.0,7,6,131.0,0.0,0.0,0.0,125.82342592592593,0.0
0.0,0.0,1.0,6,5,0.0,1.0,0.0,0.0,0.5281597222222222,0.0
0.0,1.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,4,2,1.0,0.0,0.0,0.0,0.8026273148148149,0.0
0.0,0.0,0.0,1,0,1.0,0.0,-31.0,0.0,0.8036458333333333,-31.0
0.0,0.0,1.0,5,1,0.0,0.0,0.0,0.0,-0.47086805555555555,0.0
0.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,-0.13835648148148147,0.0
1.0,0.0,0.0,6,1,1.0,0.0,0.0,0.0,0.5325925925925926,0.0
0.0,1.0,0.0,3,0,75.0,0.0,0.0,0.0,-123.38400462962963,0.0
0.0,0.0,0.0,5,5,1.0,0.0,-127.0,0.0,0.7002199074074074,0.0
0.0,0.0,0.0,2,5,0.0,130.0,0.0,0.0,131.5989699074074,0.0
0.0,0.0,1.0,3,0,1.0,0.0,-9.0,0.0,0.5582060185185185,-9.0
0.0,1.0,1.0,4,1,1.0,0.0,-127.0,0.0,0.8047453703703704,-128.0
0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.6775810185185185,0.0
0.0,0.0,0.0,10,24,0.0,1.0,-40.0,-40.0,0.5492476851851852,-41.0
0.0,0.0,0.0,9,12,1.0,0.0,0.0,0.0,0.9147800925925926,0.0
0.0,0.0,1.0,6,4,0.0,0.0,-139.0,0.0,-0.1024074074074074,-139.0
1.0,0.0,0.0,2,6,1.0,0.0,-222.0,0.0,0.6640972222222222,-285.0
0.0,1.0,1.0,3,1,0.0,1.0,0.0,0.0,0.8248958333333334,0.0
0.0,0.0,1.0,9,4,1.0,0.0,0.0,0.0,0.6533101851851851,0.0
0.0,0.0,1.0,9,1,1.0,0.0,0.0,0.0,-0.06598379629629629,0.0
0.0,1.0,0.0,3,0,1.0,0.0,0.0,0.0,0.8459375,0.0
0.0,1.0,0.0,4,1,1.0,0.0,0.0,0.0,0.6655208333333333,0.0
0.0,1.0,1.0,6,3,38.0,0.0,-34.0,-747.0,-34.204537037037035,-34.0
0.0,0.0,0.0,4,0,1.0,0.0,0.0,0.0,0.9434837962962963,0.0
1.0,0.0,1.0,7,23,1.0,0.0,-684.0,0.0,0.9348611111111111,0.0
1.0,0.0,0.0,1,1,9.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,2,1,1.0,0.0,0.0,0.0,0.5679166666666666,0.0
0.0,0.0,1.0,10,13,0.0,0.0,-6.0,-6.0,-0.5288773148148148,-6.0
0.0,0.0,0.0,4,14,38.0,0.0,-394.0,0.0,37.761238425925924,-394.0
0.0,0.0,1.0,8,9,1.0,0.0,-21.0,-21.0,0.5894791666666667,-21.0
0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.6074421296296296,0.0
0.0,0.0,0.0,7,8,0.0,0.0,0.0,0.0,360.9514699074074,0.0
0.0,0.0,1.0,3,8,0.0,0.0,-157.0,0.0,-35.43974537037037,-157.0
0.0,0.0,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7,3,0.0,121.0,-379.0,0.0,120.94792824074074,-380.0
0.0,0.0,0.0,2,0,1.0,0.0,0.0,0.0,0.6730324074074074,0.0
1.0,0.0,0.0,1,0,2.0,0.0,0.0,0.0,1.6921875,0.0
0.0,0.0,0.0,7,0,1.0,0.0,0.0,0.0,-0.12287037037037037,0.0
1.0,0.0,0.0,1,1,1.0,0.0,-29.0,0.0,-0.06738425925925925,-30.0
0.0,1.0,0.0,7,2,0.0,232.0,-129.0,0.0,-129.18832175925925,-129.0
0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.8890972222222222,0.0
0.0,0.0,1.0,5,7,1.0,0.0,0.0,0.0,0.7002314814814815,0.0
0.0,0.0,1.0,7,5,1.0,0.0,0.0,0.0,0.8989930555555555,0.0
1.0,0.0,0.0,1,2,1.0,0.0,0.0,0.0,0.8556712962962963,0.0
1.0,0.0,0.0,5,0,1.0,0.0,0.0,0.0,0.7137037037037037,0.0
0.0,0.0,1.0,9,5,1.0,0.0,-145.0,0.0,0.8172685185185186,0.0
0.0,0.0,0.0,9,0,1.0,0.0,0.0,0.0,0.7825231481481482,0.0
0.0,0.0,1.0,5,6,0.0,0.0,0.0,0.0,-0.21383101851851852,0.0
0.0,1.0,1.0,5,0,1.0,0.0,0.0,0.0,0.7515740740740741,0.0
1.0,0.0,1.0,1,2,30.0,0.0,0.0,0.0,29.833217592592593,0.0
0.0,0.0,1.0,2,0,1.0,0.0,0.0,0.0,0.6939351851851852,0.0
0.0,0.0,0.0,7,6,0.0,0.0,0.0,0.0,-0.19398148148148148,0.0
0.0,0.0,1.0,5,2,1.0,0.0,0.0,0.0,0.6973379629629629,0.0
1.0,0.0,0.0,1,2,1.0,0.0,0.0,0.0,0.5690277777777778,0.0
0.0,1.0,1.0,7,3,0.0,0.0,-721.0,0.0,0.8958796296296296,0.0
0.0,0.0,1.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4,2,1.0,0.0,0.0,0.0,-0.5353935185185185,0.0
0.0,0.0,1.0,2,0,1.0,0.0,0.0,0.0,-0.504837962962963,0.0
0.0,0.0,1.0,8,8,1.0,0.0,-113.0,0.0,-0.09793981481481481,0.0
1.0,0.0,0.0,1,2,5.0,0.0,-9.0,0.0,3.924027777777778,0.0
1.0,0.0,0.0,2,2,23.0,0.0,0.0,0.0,22.871203703703703,0.0
0.0,0.0,1.0,5,0,1.0,0.0,0.0,0.0,-0.09680555555555556,0.0
0.0,1.0,0.0,4,0,1.0,0.0,0.0,0.0,0.805324074074074,0.0
0.0,0.0,0.0,1,3,1.0,0.0,0.0,0.0,0.6686226851851852,0.0
0.0,1.0,1.0,8,2,1.0,0.0,-154.0,0.0,0.7273379629629629,0.0
1.0,0.0,1.0,7,14,1.0,0.0,-174.0,0.0,0.9282060185185185,0.0
0.0,0.0,0.0,5,9,1.0,0.0,0.0,0.0,0.6293981481481481,0.0
0.0,0.0,0.0,7,9,0.0,0.0,-15.0,0.0,-0.5254513888888889,0.0
0.0,0.0,0.0,6,9,1.0,0.0,0.0,0.0,0.6541898148148149,0.0
0.0,0.0,1.0,3,1,1.0,0.0,0.0,0.0,-0.05769675925925926,0.0
0.0,0.0,1.0,5,4,0.0,57.0,0.0,0.0,57.67069444444444,0.0
1.0,0.0,0.0,1,3,475.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.5590972222222222,0.0
0.0,0.0,0.0,4,1,1.0,0.0,0.0,0.0,0.7579166666666667,0.0
0.0,0.0,1.0,9,19,17.0,0.0,-140.0,-140.0,16.930891203703705,-197.0
0.0,0.0,1.0,6,1,380.0,0.0,0.0,0.0,-126.43229166666667,0.0
1.0,0.0,1.0,1,2,0.0,381.0,0.0,0.0,380.6714699074074,0.0
0.0,0.0,0.0,2,0,1.0,0.0,0.0,0.0,0.557349537037037,0.0
0.0,0.0,1.0,4,1,1.0,0.0,-772.0,0.0,-0.514537037037037,-772.0
0.0,0.0,1.0,5,0,1.0,0.0,-90.0,0.0,0.8473032407407407,0.0
1.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.528900462962963,0.0
0.0,1.0,0.0,4,0,1.0,0.0,-657.0,-657.0,-657.3582060185186,-657.0
0.0,0.0,0.0,4,0,1.0,0.0,0.0,0.0,0.6030439814814815,0.0
1.0,0.0,1.0,7,0,1.0,0.0,0.0,0.0,0.5453472222222222,0.0
0.0,0.0,1.0,10,5,0.0,0.0,0.0,0.0,-0.06875,0.0
0.0,0.0,1.0,10,11,0.0,0.0,0.0,0.0,-0.09953703703703703,0.0
0.0,0.0,0.0,4,4,1.0,0.0,-387.0,0.0,0.8631365740740741,0.0
1.0,0.0,1.0,7,15,1.0,0.0,0.0,0.0,0.604849537037037,0.0
1.0,0.0,0.0,2,3,0.0,180.0,0.0,0.0,179.93961805555554,0.0
0.0,0.0,1.0,2,0,1.0,0.0,-375.0,0.0,0.7734606481481482,-375.0
1.0,0.0,0.0,1,1,23.0,0.0,0.0,0.0,21.76385416666667,0.0
0.0,1.0,1.0,8,4,1.0,0.0,0.0,0.0,0.48096064814814815,0.0
0.0,1.0,1.0,7,0,1.0,0.0,0.0,0.0,0.5756944444444444,0.0
0.0,0.0,0.0,5,5,1.0,0.0,0.0,0.0,0.8297685185185185,0.0
0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,-0.1736111111111111,0.0
1.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.7138888888888889,0.0
0.0,0.0,1.0,4,10,7.0,0.0,-435.0,0.0,6.775347222222222,-435.0
1.0,0.0,1.0,7,4,0.0,45.0,0.0,0.0,43.904201388888886,0.0
0.0,0.0,1.0,7,1,1349.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,10,11,15.0,0.0,-156.0,-156.0,14.527962962962963,-156.0
0.0,0.0,1.0,3,1,40.0,0.0,-1130.0,0.0,-309.40633101851853,0.0
0.0,1.0,1.0,3,0,1.0,0.0,0.0,0.0,0.787337962962963,0.0
0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.8616435185185185,0.0
0.0,1.0,1.0,10,4,0.0,1.0,0.0,0.0,0.47226851851851853,0.0
0.0,1.0,1.0,6,0,1.0,0.0,0.0,0.0,0.6500694444444445,0.0
0.0,0.0,1.0,10,8,85.0,0.0,-241.0,-431.0,84.65583333333333,-241.0
0.0,0.0,0.0,3,5,1.0,0.0,-10.0,0.0,0.4975115740740741,-11.0
1.0,0.0,0.0,3,6,0.0,921.0,0.0,0.0,-113.04811342592592,0.0
1.0,0.0,1.0,3,13,96.0,0.0,0.0,0.0,95.51201388888889,0.0
0.0,0.0,0.0,9,1,0.0,1.0,0.0,0.0,0.8047222222222222,0.0
0.0,0.0,1.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,10,0,1.0,0.0,-326.0,0.0,-0.08836805555555556,-326.0
1.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.5256712962962963,0.0
0.0,0.0,0.0,4,3,0.0,0.0,0.0,0.0,-0.20754629629629628,0.0
0.0,0.0,1.0,7,0,0.0,2892.0,0.0,0.0,518.9426157407407,0.0
0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.8199074074074074,0.0
1.0,0.0,0.0,8,9,1.0,0.0,-135.0,0.0,0.9043171296296296,-135.0
0.0,1.0,0.0,3,1,0.0,0.0,-7.0,0.0,-0.07487268518518518,0.0
0.0,1.0,0.0,7,1,0.0,69.0,0.0,0.0,68.59425925925926,0.0
0.0,1.0,1.0,6,1,13.0,0.0,0.0,0.0,12.804270833333334,0.0
0.0,1.0,1.0,7,0,1.0,0.0,-13.0,-148.0,-0.07060185185185185,0.0
0.0,0.0,0.0,3,1,1.0,0.0,0.0,0.0,0.6733333333333333,0.0
1.0,0.0,1.0,1,4,1.0,0.0,0.0,0.0,0.8267824074074074,0.0
0.0,0.0,1.0,4,0,0.0,0.0,0.0,0.0,-0.19766203703703702,0.0
0.0,0.0,0.0,2,1,1312.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1,1,0.0,9.0,0.0,0.0,8.63800925925926,0.0
0.0,0.0,0.0,2,1,187.0,0.0,0.0,0.0,-37.30858796296296,0.0
0.0,0.0,0.0,6,10,0.0,94.0,-463.0,0.0,364.52150462962965,0.0
1.0,0.0,0.0,1,1,0.0,1.0,-573.0,0.0,0.7908680555555555,0.0
1.0,0.0,1.0,1,3,0.0,1.0,0.0,0.0,17.88042824074074,0.0
0.0,0.0,0.0,4,0,1.0,0.0,0.0,0.0,0.7396759259259259,0.0
0.0,0.0,0.0,7,2,7.0,0.0,0.0,0.0,6.573391203703704,0.0
0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,5,3,0.0,0.0,0.0,0.0,-0.06483796296296296,0.0
0.0,1.0,1.0,3,0,1.0,0.0,-546.0,-546.0,0.7904398148148148,-546.0
0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.6750231481481481,0.0
0.0,1.0,0.0,10,3,1.0,0.0,-360.0,0.0,0.6086574074074074,0.0
1.0,0.0,0.0,7,10,0.0,1.0,-617.0,0.0,0.8398842592592592,-617.0
0.0,0.0,0.0,1,1,27.0,0.0,-337.0,0.0,26.51357638888889,-337.0
0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,8,0,0.0,0.0,-65.0,-65.0,-0.2205324074074074,-65.0
1.0,0.0,1.0,8,17,1.0,0.0,0.0,0.0,0.5623611111111111,0.0
1.0,0.0,0.0,1,3,21.0,0.0,0.0,0.0,20.52380787037037,0.0
0.0,0.0,0.0,5,6,1.0,0.0,0.0,0.0,0.6708912037037037,0.0
0.0,0.0,1.0,8,0,0.0,0.0,0.0,0.0,-0.20350694444444445,0.0
1.0,0.0,0.0,3,4,26.0,0.0,0.0,0.0,25.949988425925927,0.0
0.0,0.0,1.0,9,19,1.0,0.0,-30.0,0.0,0.7267939814814814,-30.0
0.0,0.0,1.0,3,1,1.0,0.0,-430.0,0.0,0.5336805555555556,0.0
0.0,0.0,1.0,6,6,0.0,1.0,0.0,0.0,0.4869907407407407,0.0
0.0,0.0,1.0,9,2,1.0,0.0,0.0,0.0,0.6832060185185185,0.0
0.0,1.0,1.0,8,1,0.0,153.0,0.0,0.0,153.58460648148147,0.0
0.0,0.0,0.0,8,11,0.0,0.0,-161.0,0.0,-0.12974537037037037,0.0
0.0,0.0,1.0,1,0,3.0,0.0,0.0,0.0,2.762210648148148,0.0
0.0,0.0,0.0,2,9,1.0,0.0,0.0,0.0,0.918425925925926,0.0
0.0,0.0,1.0,6,1,1.0,0.0,-137.0,0.0,-0.2086111111111111,-137.0
0.0,1.0,0.0,2,3,1.0,0.0,-9.0,0.0,0.6207754629629629,-9.0
0.0,0.0,1.0,4,7,24.0,0.0,-407.0,-407.0,22.88341435185185,-407.0
0.0,1.0,1.0,4,2,1.0,0.0,-288.0,-900.0,0.5332407407407408,-288.0
1.0,0.0,0.0,1,2,20.0,0.0,0.0,0.0,19.569189814814816,0.0
0.0,0.0,0.0,2,0,1.0,0.0,0.0,0.0,-0.05108796296296296,0.0
0.0,1.0,0.0,7,0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1,0,7.0,0.0,0.0,0.0,6.707222222222223,0.0
0.0,1.0,1.0,7,2,1.0,0.0,-314.0,-498.0,0.5375925925925926,-314.0
0.0,1.0,1.0,9,0,1.0,0.0,-579.0,0.0,0.4761111111111111,0.0
1.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,0.4600925925925926,0.0
0.0,0.0,0.0,9,15,1.0,0.0,-788.0,0.0,0.6790972222222222,0.0
0.0,0.0,1.0,2,2,1.0,0.0,-347.0,0.0,-0.5079976851851852,0.0
0.0,0.0,1.0,9,10,0.0,0.0,-160.0,0.0,-0.11375,0.0
0.0,1.0,1.0,8,4,0.0,20.0,-482.0,0.0,55.92944444444444,-482.0
0.0,0.0,1.0,4,2,1.0,0.0,0.0,0.0,0.635,0.0
0.0,0.0,0.0,4,0,3.0,0.0,0.0,0.0,1.9355555555555555,0.0
0.0,0.0,0.0,3,0,3.0,0.0,0.0,0.0,1.9274652777777779,0.0
1.0,0.0,0.0,3,8,1.0,0.0,0.0,0.0,0.5330555555555555,0.0
0.0,1.0,1.0,8,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5,5,0.0,15.0,-272.0,0.0,-272.45729166666666,-272.0
0.0,0.0,1.0,8,14,1.0,0.0,-175.0,0.0,0.6833912037037037,-175.0
0.0,1.0,0.0,5,1,1.0,0.0,0.0,0.0,0.7236921296296296,0.0
0.0,0.0,1.0,8,13,1.0,0.0,-132.0,0.0,0.6685648148148148,0.0
0.0,0.0,1.0,7,9,1.0,0.0,-344.0,0.0,0.9411689814814815,-344.0
0.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,0.6310763888888888,0.0
0.0,0.0,0.0,6,3,0.0,0.0,0.0,0.0,-0.26560185185185187,0.0
0.0,0.0,1.0,4,7,2.0,0.0,0.0,0.0,1.6634837962962963,0.0
1.0,0.0,1.0,7,21,207.0,0.0,-164.0,0.0,-123.53043981481481,-164.0
0.0,1.0,0.0,5,1,1.0,0.0,-609.0,-841.0,0.5342939814814814,-609.0
1.0,0.0,1.0,1,1,0.0,1.0,0.0,0.0,0.6510185185185186,0.0
0.0,0.0,1.0,8,4,1.0,0.0,0.0,0.0,0.6635069444444445,0.0
0.0,0.0,1.0,2,0,1.0,0.0,0.0,0.0,-0.5121064814814815,0.0
0.0,0.0,0.0,4,1,1.0,0.0,0.0,0.0,-0.5114583333333333,0.0
0.0,0.0,1.0,4,5,1.0,0.0,-146.0,0.0,-302.2458101851852,-302.0
0.0,0.0,0.0,7,1,1.0,0.0,-70.0,0.0,0.7389930555555555,-70.0
0.0,0.0,0.0,3,0,5.0,0.0,0.0,0.0,4.536793981481481,0.0
0.0,0.0,0.0,9,11,0.0,69.0,-31.0,0.0,-31.306712962962962,-31.0
0.0,1.0,1.0,7,3,0.0,1.0,0.0,0.0,0.5219212962962962,0.0
0.0,0.0,1.0,9,6,0.0,0.0,-30.0,0.0,-0.1467013888888889,-30.0
0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.7727777777777778,0.0
0.0,0.0,1.0,1,2,44.0,0.0,-603.0,0.0,42.93410879629629,0.0
1.0,0.0,1.0,1,2,391.0,0.0,0.0,0.0,390.7864236111111,0.0
0.0,0.0,1.0,3,4,1.0,0.0,0.0,0.0,0.5852430555555556,0.0
1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,6,3,1.0,0.0,-407.0,0.0,-0.5255902777777778,-407.0
0.0,1.0,1.0,5,0,1.0,0.0,0.0,0.0,0.8731018518518519,0.0
0.0,1.0,0.0,3,2,83.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4,0,1.0,0.0,0.0,0.0,0.5619444444444445,0.0
0.0,0.0,1.0,2,0,0.0,1774.0,-107.0,-107.0,0.0,0.0
0.0,0.0,0.0,3,3,1936.0,0.0,0.0,0.0,0.6304050925925926,0.0
0.0,0.0,1.0,10,18,1.0,0.0,0.0,0.0,0.6880208333333333,0.0
0.0,0.0,1.0,9,1,1.0,0.0,0.0,0.0,0.7479629629629629,0.0
0.0,0.0,0.0,4,2,0.0,0.0,-85.0,0.0,-0.5185300925925926,-85.0
0.0,1.0,0.0,7,1,1.0,0.0,0.0,0.0,0.6984143518518519,0.0
0.0,0.0,0.0,4,3,4.0,0.0,-1024.0,0.0,3.940462962962963,0.0
0.0,0.0,0.0,6,4,0.0,107.0,-213.0,0.0,106.83517361111112,-213.0
0.0,1.0,1.0,10,5,0.0,48.0,0.0,0.0,47.88011574074074,0.0
1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,-0.22836805555555556,0.0
0.0,0.0,1.0,10,16,1.0,0.0,0.0,0.0,0.9217361111111111,0.0
1.0,0.0,1.0,7,5,523.0,0.0,0.0,0.0,-0.5072685185185185,0.0
0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,-0.5078472222222222,0.0
0.0,0.0,1.0,7,1,1.0,0.0,0.0,0.0,0.7675115740740741,0.0
1.0,0.0,0.0,1,0,3.0,0.0,0.0,0.0,1.92125,0.0
0.0,1.0,1.0,3,0,1.0,0.0,-146.0,0.0,-0.08712962962962963,-146.0
0.0,0.0,1.0,5,7,0.0,1.0,-174.0,0.0,0.6053009259259259,-174.0
0.0,0.0,1.0,2,1,1320.0,0.0,0.0,0.0,0.8888888888888888,0.0
0.0,1.0,0.0,3,0,0.0,0.0,0.0,0.0,-0.19701388888888888,0.0
0.0,0.0,1.0,10,10,1.0,0.0,-375.0,0.0,0.6170601851851852,-419.0
0.0,0.0,1.0,2,0,3.0,0.0,0.0,0.0,2.6692476851851854,0.0
0.0,0.0,1.0,2,2,0.0,0.0,0.0,0.0,-0.27186342592592594,0.0
0.0,0.0,1.0,8,8,0.0,0.0,-130.0,0.0,-0.05668981481481482,-130.0
0.0,0.0,1.0,3,1,23.0,0.0,-52.0,0.0,22.880844907407408,0.0
1.0,0.0,0.0,1,0,3.0,0.0,0.0,0.0,2.5230092592592595,0.0
0.0,0.0,1.0,4,1,1.0,0.0,0.0,0.0,0.8115972222222222,0.0
0.0,1.0,0.0,5,0,0.0,0.0,-78.0,0.0,-0.05516203703703704,-78.0
0.0,0.0,1.0,1,1,2.0,0.0,0.0,0.0,1.8601851851851852,0.0
0.0,1.0,1.0,6,6,0.0,1.0,0.0,0.0,0.6882407407407407,0.0
0.0,0.0,0.0,4,8,1.0,0.0,0.0,0.0,0.6471412037037036,0.0
0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1,0,7.0,0.0,0.0,0.0,6.655219907407408,0.0
1.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0,0.5691087962962963,0.0
1.0,0.0,0.0,1,0,4.0,0.0,0.0,0.0,2.485324074074074,0.0
0.0,0.0,0.0,3,1,1.0,0.0,0.0,0.0,0.8035416666666667,0.0
0.0,0.0,1.0,3,6,1.0,0.0,0.0,0.0,0.9533101851851852,0.0
0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.6985069444444445,0.0
1.0,0.0,0.0,1,1,0.0,37.0,-303.0,0.0,36.568125,-392.0
0.0,0.0,1.0,10,5,0.0,2864.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,4,0,1.0,0.0,0.0,0.0,0.6231712962962963,0.0
0.0,1.0,1.0,3,0,1.0,0.0,0.0,0.0,0.6534375,0.0
0.0,0.0,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,4,0,1.0,0.0,0.0,0.0,0.6732754629629629,0.0
0.0,0.0,1.0,2,1,0.0,0.0,0.0,0.0,-0.28100694444444446,0.0
1.0,0.0,0.0,5,9,1.0,0.0,0.0,0.0,-0.08815972222222222,0.0
0.0,0.0,1.0,4,0,1.0,0.0,0.0,0.0,0.6563541666666667,0.0
1.0,0.0,0.0,1,1,546.0,0.0,0.0,0.0,545.6202314814815,0.0
0.0,0.0,1.0,7,2,0.0,0.0,0.0,0.0,-0.2207986111111111,0.0
0.0,1.0,1.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,5,0,0.0,0.0,-468.0,0.0,-0.525625,0.0
0.0,0.0,1.0,1,1,2.0,0.0,0.0,0.0,0.7243518518518518,0.0
0.0,0.0,0.0,4,0,1.0,0.0,0.0,0.0,0.6786574074074074,0.0
0.0,1.0,0.0,2,1,1.0,0.0,-2.0,0.0,0.46695601851851853,0.0
0.0,0.0,0.0,5,3,0.0,1.0,0.0,0.0,0.7017476851851852,0.0
0.0,1.0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,10,4,0.0,1.0,0.0,0.0,0.5699189814814815,0.0
0.0,0.0,1.0,3,4,1.0,0.0,-127.0,0.0,0.9357291666666666,0.0
1.0,0.0,0.0,1,3,0.0,0.0,-232.0,-232.0,-0.18541666666666667,-232.0
0.0,0.0,0.0,2,0,1.0,0.0,0.0,0.0,0.507962962962963,0.0
0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,-0.11784722222222223,0.0
1.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,0.9353472222222222,0.0
0.0,1.0,0.0,4,2,69.0,0.0,-476.0,0.0,-244.22256944444445,0.0
1.0,0.0,1.0,5,8,1.0,0.0,-101.0,-101.0,0.7537384259259259,-101.0
0.0,0.0,0.0,3,1,47.0,0.0,0.0,0.0,46.51248842592592,0.0
0.0,0.0,1.0,5,5,1.0,0.0,-815.0,0.0,0.591412037037037,-815.0
1.0,0.0,1.0,7,1,1259.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,9,2,1.0,0.0,0.0,0.0,0.6922916666666666,0.0
0.0,0.0,1.0,8,9,28.0,0.0,0.0,0.0,27.87327546296296,0.0
0.0,0.0,1.0,4,1,1.0,0.0,0.0,0.0,-0.5404976851851852,0.0
0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.6373611111111112,0.0
1.0,0.0,1.0,9,5,1.0,0.0,-976.0,0.0,0.47640046296296296,-976.0
0.0,0.0,0.0,4,0,1.0,0.0,0.0,0.0,0.7369328703703704,0.0
1.0,0.0,1.0,3,5,0.0,4984.0,0.0,0.0,0.8137152777777777,0.0
1.0,0.0,0.0,1,0,0.0,1.0,-99.0,0.0,0.4686226851851852,0.0
0.0,0.0,1.0,6,0,1.0,0.0,0.0,0.0,0.8047569444444445,0.0
0.0,0.0,0.0,8,26,1.0,0.0,0.0,0.0,-0.506875,0.0
1.0,0.0,0.0,1,2,0.0,11.0,0.0,0.0,10.956319444444444,0.0
1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,-0.14862268518518518,0.0
1.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.5830555555555555,0.0
1.0,0.0,1.0,3,4,2.0,0.0,-194.0,0.0,1.6758217592592592,-195.0
0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,-0.1252662037037037,0.0
0.0,1.0,0.0,8,2,0.0,21.0,-826.0,0.0,20.589479166666667,-826.0
0.0,0.0,1.0,2,0,1.0,0.0,0.0,0.0,0.7635763888888889,0.0
1.0,0.0,1.0,9,16,47.0,0.0,-974.0,0.0,46.802141203703705,-974.0
0.0,1.0,0.0,4,0,1.0,0.0,0.0,0.0,0.505150462962963,0.0
0.0,0.0,1.0,9,21,1.0,0.0,-166.0,0.0,0.8661111111111112,0.0
0.0,1.0,0.0,4,0,0.0,0.0,0.0,0.0,-0.06446759259259259,0.0
1.0,0.0,0.0,6,14,493.0,0.0,0.0,0.0,0.6559259259259259,0.0
0.0,0.0,1.0,7,4,1.0,0.0,0.0,0.0,0.5346412037037037,0.0
0.0,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,2,10,0.0,208.0,0.0,0.0,207.63560185185185,0.0
0.0,0.0,1.0,4,1,1.0,0.0,0.0,0.0,-0.07641203703703704,0.0
0.0,0.0,1.0,8,8,0.0,0.0,-111.0,0.0,0.49157407407407405,-123.0
0.0,1.0,1.0,6,1,0.0,1.0,0.0,0.0,0.7933449074074074,0.0
1.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2,1,356.0,0.0,-302.0,0.0,355.8264814814815,0.0
